playerId,playerName,nationality,club,overall
7613,Nik Omladič,Slovenia,SpVgg Greuther Fürth,68
7614,髙萩 洋次郎,Japan,FC Tokyo,68
7615,Michael Ordóñez,Colombia,Atlético Huila,68
7616,Pål Alexander Kirkevold,Norway,Hobro IK,68
7617,池忠国,China PR,Beijing Sinobo Guoan FC,68
7618,Matty Taylor,England,Bristol City,68
7619,Stanislav Iljutcenko,Russia,Pohang Steelers,68
7620,Tomislav Mrčela,Australia,Perth Glory,68
7621,Zeki Yıldırım,Turkey,Antalyaspor,68
7622,Lokman Gör,Turkey,Alanyaspor,68
7623,John Fredy Pérez Lizarazo,Colombia,Atlético Bucaramanga,68
7624,Alejandro Maximiliano Camargo,Argentina,CD Universidad de Concepción,68
7625,José Antonio Ferrández Pomares,Spain,Elche CF,68
7626,Jonathan Maximiliano Sabbatini Perfecto,Uruguay,FC Lugano,68
7627,Javier Andrés Parraguez Herrera,Chile,Colo-Colo,68
7628,Frederico Tomás Mutto Heck,Brazil,Bahia,68
7629,Anselmo Túlio Meirás Abrão,Brazil,Bahia,68
7630,Nosberto Diego Vila Abranches,Brazil,Avaí FC,68
7631,Eder Adolfo Pinhanços Dias,Brazil,Botafogo,68
7632,Kauã Ricardo Zanon Bardini,Brazil,Fluminense,68
7633,Jadson José Castrelo Rios,Brazil,Fluminense,68
7634,Adão Douglas Morrinhos Paes,Brazil,Fluminense,68
7635,Douglas Arthur Silbeira Martins,Brazil,Santos,68
7636,Jessé Jonas Ferdeira Farias,Brazil,CSA - AL,68
7637,Ataúlfo Heitor Anjos Rosan,Brazil,CSA - AL,68
7638,Helio Paulo Caldeira Andrade,Brazil,Fluminense,68
7639,Mauriçio César Clerez Farias,Brazil,Goiás,68
7640,Lucas Luciano Medeirão Hoffman,Brazil,Botafogo,68
7641,Dener Adão Rolim Leal,Brazil,Bahia,68
7642,Adão Dênis Salvador Vidigal,Brazil,Atlético Paranaense,68
7643,Kaio Fabiano Figueiras Guerra,Brazil,Atlético Paranaense,68
7644,Fafà Picault,United States,Philadelphia Union,68
7645,Antonio Marchesano,Switzerland,FC Zürich,68
7646,武藤 雄樹,Japan,Urawa Red Diamonds,68
7647,奥埜 博亮,Japan,Cerezo Osaka,68
7648,佐々木 翔,Japan,Sanfrecce Hiroshima,68
7649,仲川 輝人,Japan,Yokohama F. Marinos,68
7650,水沼 宏太,Japan,Cerezo Osaka,68
7651,铃木 大輔,Japan,Urawa Red Diamonds,68
7652,Sifiso Hlanti,South Africa,South Africa,68
7653,Vágner Nilson Norteiro Brito,Brazil,Chapecoense,68
7654,Márcio Anderson Vasquez Hoffman,Brazil,Chapecoense,68
7655,Jorgino Kaio Baumer Negrão,Brazil,Chapecoense,68
7656,Adrián Guto Maideira Almeida,Brazil,Goiás,68
7657,Davide Maurício Eustáquio Silva,Brazil,Santos,68
7658,Jonaldo Kauã Santoso Jasper,Brazil,Avaí FC,68
7659,Jhon Chancellor,Venezuela,Brescia,68
7660,Simon Skarlatidis,Germany,1. FC Kaiserslautern,68
7661,Michalis Manias,Greece,Pogoń Szczecin,68
7662,Getterson Alves dos Santos,Brazil,Clube Sport Marítimo,68
7663,Nicholas Siega,Italy,Pisa,68
7664,Emanuel Sakic,Austria,SK Sturm Graz,68
7665,Daniel Clayton Mestrança Silva,Brazil,Avaí FC,68
7666,Fred Marcos Cardouso Pombal,Brazil,Avaí FC,68
7667,Heitor Edvaldo Mutto Heck,Brazil,CSA - AL,68
7668,Enzio Leandro Julião Morrinhos,Brazil,Bahia,68
7669,松田 陸,Japan,Cerezo Osaka,68
7670,Daniel Hägele,Germany,FC Würzburger Kickers,68
7671,Klaus Gjasula,Albania,SC Paderborn 07,68
7672,Rajko Rep,Slovenia,TSV Hartberg,68
7673,Malik Tchokounté,France,Stade Malherbe Caen,68
7674,Thamsanqa Mkhize,South Africa,South Africa,68
7675,Augustine Mulenga,Zambia,Orlando Pirates,68
7676,Gonzalo Cacicedo Verdú,Spain,Elche CF,68
7677,Jorge Félix Muñoz García,Spain,Piast Gliwice,68
7678,Danijel Zagorac,Croatia,Dinamo Zagreb,68
7679,藤本 憲明,Japan,Vissel Kobe,68
7680,Gustavo Velázquez,Paraguay,FC Juárez,68
7681,青山 直晃,Japan,Gamba Osaka,68
7682,Gerardo Ortiz,Paraguay,Once Caldas,68
7683,Ismail Ahmed,United Arab Emirates,Al Ain FC,68
7684,Bandar Al Ahbabi,United Arab Emirates,Al Ain FC,68
7685,Jonathan Rodríguez,Argentina,FC Botoşani,68
7686,Denis Rusu,Moldova,Politehnica Iaşi,68
7687,Maximiliano Gagliardo,Argentina,Arsenal de Sarandí,68
7688,Juan Mejídez,Ecuador,Ecuador,68
7689,Rodrigo Mandive,Ecuador,Ecuador,68
7690,Rubilio Castillo,Honduras,CD Tondela,68
7691,Mason Greenwood,England,Manchester United,67
7692,Ethan Ampadu,Wales,RB Leipzig,67
7693,Pietro Pellegri,Italy,AS Monaco,67
7694,Oliver Skipp,England,Tottenham Hotspur,67
7695,Jann-Fiete Arp,Germany,FC Bayern München,67
7696,Julián Carranza,Argentina,Club Atlético Banfield,67
7697,Ryan Gravenberch,Netherlands,Ajax,67
7698,Julián Álvarez,Argentina,River Plate,67
7699,Joseph Willock,England,Arsenal,67
7700,Josh Sargent,United States,SV Werder Bremen,67
7701,Jack Clarke,England,Leeds United,67
7702,Sofiane Diop,France,AS Monaco,67
7703,Lukas Nmecha,Germany,VfL Wolfsburg,67
7704,Luca Itter,Germany,SC Freiburg,67
7705,Louis Jordan  Beyer,Germany,Borussia Mönchengladbach,67
7706,David José Gomes O. Tavares,Portugal,SL Benfica,67
7707,Mohammed Kudus,Ghana,FC Nordsjælland,67
7708,Santiago Sosa,Argentina,River Plate,67
7709,Loïc Mbe Soh,France,Paris Saint-Germain,67
7710,Arijanet Muric,Kosovo,Nottingham Forest,67
7711,Chris Durkin,United States,DC United,67
7712,Oriol Busquets Mas,Spain,FC Barcelona,67
7713,Carles Pérez Sayol,Spain,FC Barcelona,67
7714,Juan Miranda González,Spain,FC Barcelona,67
7715,Hugo Duro Perales,Spain,Getafe CF,67
7716,Andrés Martín García,Spain,Rayo Vallecano,67
7717,Raoul Bellanova,Italy,FC Girondins de Bordeaux,67
7718,Alex Sola López-Ocaña,Spain,CD Numancia,67
7719,Trevoh Chalobah,England,Huddersfield Town,67
7720,Giulio Maggiore,Italy,Spezia,67
7721,Nedim Bajrami,Switzerland,Empoli,67
7722,Ryan Porteous,Scotland,Hibernian,67
7723,Albert Sambi Lokonga,Belgium,RSC Anderlecht,67
7724,Liberato Gianpaolo Cacace,New Zealand,Wellington Phoenix,67
7725,Cheick Oumar Doucoure,Mali,Racing Club de Lens,67
7726,Kjell Scherpen,Netherlands,Ajax,67
7727,Halil Dervişoğlu,Turkey,Sparta Rotterdam,67
7728,Oluwatosin Adarabioyo,England,Blackburn Rovers,67
7729,Krystian Bielik,Poland,Derby County,67
7730,Brayan Rovira,Colombia,Atlético Nacional,67
7731,Diego Alende López,Spain,Real Valladolid CF,67
7732,Connor McLennan,Scotland,Aberdeen,67
7733,Ferdi Erenay Kadıoğlu,Netherlands,Fenerbahçe SK,67
7734,Ryan Yates,England,Nottingham Forest,67
7735,Germán Berterame,Argentina,Atlético de San Luis,67
7736,Ander Barrenetxea,Spain,Real Sociedad,67
7737,Francisco Delorenzi,Argentina,Deportivo Cali,67
7738,Moctar El Hacen,Mauritania,Real Valladolid CF,67
7739,Ramiro Vaca,Bolivia,Bolivia,67
7740,Reece Oxford,England,FC Augsburg,67
7741,Kévin Soni,Cameroon,Girona FC,67
7742,Ryan Nyambe,Namibia,Blackburn Rovers,67
7743,Aitor Buñuel Redrado,Spain,Racing Santander,67
7744,Jonathan Montiel Caballero,Spain,Rayo Vallecano,67
7745,Amir Hadžiahmetović,Bosnia Herzegovina,Atiker Konyaspor,67
7746,Jean Ruiz,France,FC Sion,67
7747,Sebastián Jurado Roca,Mexico,Tiburones Rojos de Veracruz,67
7748,Julien Masson,France,Valenciennes FC,67
7749,Thomas Edwards,England,Stoke City,67
7750,Ermedin Demirović,Bosnia Herzegovina,Deportivo Alavés,67
7751,Marco Carraro,Italy,Perugia,67
7752,Martín Exequiel Ojeda,Argentina,Club Atlético Huracán,67
7753,Olimpiu Moruţan,Romania,FCSB (Steaua),67
7754,Andrés Lioi,Argentina,Korona Kielce,67
7755,Joel Brandon López Pissano,Argentina,Rosario Central,67
7756,Andrea Danzi,Italy,Hellas Verona,67
7757,Matías Gómez,Argentina,Gimnasia y Esgrima La Plata,67
7758,Yassine Benrahou,Morocco,FC Girondins de Bordeaux,67
7759,Gonçalo Bento Soares Cardoso,Portugal,West Ham United,67
7760,Alejandro Blanco Sánchez,Spain,Real Zaragoza,67
7761,Abdu Cadri Conté,Portugal,Moreirense FC,67
7762,Alex Bermejo Escribano,Spain,CD Tenerife,67
7763,Saad Agouzoul,Morocco,LOSC Lille,67
7764,Randy Nteka,France,CF Fuenlabrada,67
7765,Sergiño Dest,United States,Ajax,67
7766,Bryan Andrés Carvallo Utreras,Chile,CD Everton de Viña del Mar,67
7767,Freddie Woodman,England,Swansea City,67
7768,Oluwaseyi Babajide Ojo,England,Rangers FC,67
7769,Greg Docherty,Scotland,Rangers FC,67
7770,Jean Armel Drolè,Ivory Coast,UD Las Palmas,67
7771,Duván Vergara,Colombia,América de Cali,67
7772,Anfernee Dijksteel,Netherlands,Middlesbrough,67
7773,Sean Clare,England,Heart of Midlothian,67
7774,Sam Field,England,Charlton Athletic,67
7775,Gaëtan Coucke,Belgium,KRC Genk,67
7776,Yago César da Silva,Brazil,FC Paços de Ferreira,67
7777,Valerio Mantovani,Italy,US Salernitana 1919,67
7778,Mallik Wilks,England,Barnsley,67
7779,Magnus Kofod Andersen,Denmark,FC Nordsjælland,67
7780,Yeison Estiven Guzmán Gómez,Colombia,Envigado FC,67
7781,Thomas Galdames,Chile,Unión Española,67
7782,Armando Obispo,Netherlands,Vitesse,67
7783,Anas Ouahim,Morocco,VfL Osnabrück,67
7784,José Enrique Ortiz Cortes,Colombia,Monarcas Morelia,67
7785,César Augusto Munder Rodríguez,Cuba,Universidad Católica,67
7786,Lucas Misael Necul,Argentina,Arsenal de Sarandí,67
7787,Jules Keita,Guinea,Dijon FCO,67
7788,Luis Javier Suárez,Colombia,Real Zaragoza,67
7789,Issah Abass,Ghana,FC Utrecht,67
7790,Víctor Campuzano Bonilla,Spain,RCD Espanyol,67
7791,David Mota Teixeira Carmo,Portugal,SC Braga,67
7792,Dominik Janošek,Czech Republic,Viktoria Plzeň,67
7793,Derrick Etienne Jr.,Haiti,FC Cincinnati,67
7794,Jack Whatmough,England,Portsmouth,67
7795,Anton Mitryushkin,Russia,FC Sion,67
7796,Joshua Sims,England,New York Red Bulls,67
7797,Thierry Ambrose,France,FC Metz,67
7798,Paolo Fernándes Cantin,Spain,Perugia,67
7799,Karol Świderski,Poland,PAOK,67
7800,Liam Kelly,Scotland,Queens Park Rangers,67
7801,Ferdinando Del Sole,Italy,Castellammare di Stabia,67
7802,Rody de Boer,Netherlands,AZ Alkmaar,67
7803,Cristián Daniel Gutiérrez Zúñiga,Canada,Colo-Colo,67
7804,Myles Kenlock,England,Ipswich Town,67
7805,Quentin Boisgard,France,Toulouse Football Club,67
7806,Diogo Sousa Verdasca,Portugal,Real Zaragoza,67
7807,Riley McGree,Australia,Adelaide United,67
7808,Anderson Lucoqui,Germany,DSC Arminia Bielefeld,67
7809,Lassi Lappalainen,Finland,Montreal Impact,67
7810,Yoane Wissa,France,FC Lorient,67
7811,Niklas Schmidt,Germany,VfL Osnabrück,67
7812,Luke Thomas,England,Barnsley,67
7813,Marlon Rodrigues Xavier,Brazil,Boavista FC,67
7814,Dara O'Shea,Republic of Ireland,West Bromwich Albion,67
7815,Herbie Kane,England,Liverpool,67
7816,Gyeol hee Jang,Korea Republic,Pohang Steelers,67
7817,Brooks Lennon,United States,Real Salt Lake,67
7818,Konstantin Kuchaev,Russia,PFC CSKA Moscow,67
7819,Beni Baningime,DR Congo,Everton,67
7820,Aboubakary Koita,Belgium,Waasland-Beveren,67
7821,Okechukwu Azubuike,Nigeria,Medipol Başakşehir FK,67
7822,Robbie D'Haese,Belgium,KV Oostende,67
7823,Siriki Dembele,Scotland,Peterborough United,67
7824,Daniel Escriche Romero,Spain,SD Huesca,67
7825,Cristian Rivero Sabater,Spain,Valencia CF,67
7826,Yannis Clementia,France,OGC Nice,67
7827,Lucas de Souza Cunha,Brazil,SC Braga,67
7828,Sebastián Gómez Londoño,Colombia,Atlético Nacional,67
7829,Sebastián Felipe Guzmán Mendoza,Colombia,Once Caldas,67
7830,Iván Erquiaga,Argentina,Estudiantes de La Plata,67
7831,Jaime Suárez Juesas,Spain,Real Oviedo,67
7832,Djordje Jovanović,Serbia,Cádiz CF,67
7833,Willer Ditta,Colombia,Junior FC,67
7834,Kalidou Sidibé,France,Toulouse Football Club,67
7835,Aké Loba,Ivory Coast,Querétaro,67
7836,Anderson Oliveira Silva,Brazil,Famalicão,67
7837,Jesús Pretell,Peru,Peru,67
7838,Tomás Pablo Astaburuaga Montoya,Chile,CD Antofagasta,67
7839,Sander Svendsen,Norway,Odense Boldklub,67
7840,João Afonso Crispim,Brazil,Gil Vicente FC,67
7841,Cameron Brannagan,England,Oxford United,67
7842,Lewis Morgan,Scotland,Celtic,67
7843,Nordin Jackers,Belgium,KRC Genk,67
7844,Jake Hesketh,England,Southampton,67
7845,Ben Close,England,Portsmouth,67
7846,Marvin Schulz,Germany,FC Luzern,67
7847,Jefferson José Gómez Genes,Colombia,Junior FC,67
7848,Mathias Rasmussen,Norway,FC Nordsjælland,67
7849,Omar Albornoz,Colombia,Deportes Tolima,67
7850,Florian Miguel,France,Nîmes Olympique,67
7851,Roy Gelmi,Switzerland,FC Thun,67
7852,Danilo Arboleda,Colombia,La Equidad,67
7853,Kenji-Van Boto,France,AJ Auxerre,67
7854,Horacio Gabriel Tijanovich,Argentina,Gimnasia y Esgrima La Plata,67
7855,Luca Clemenza,Italy,Juventus,67
7856,Jack Simpson,England,Bournemouth,67
7857,Jens Stage,Denmark,FC København,67
7858,邦本 宜裕,Japan,Gyeongnam FC,67
7859,Ramón Miérez,Argentina,CD Tenerife,67
7860,Jacob Lungi Sørensen,Denmark,Esbjerg fB,67
7861,Simone Edera,Italy,Torino,67
7862,Cristian Calderón,Mexico,Club Necaxa,67
7863,David Carmona Sierra,Spain,Racing Santander,67
7864,Jordan Storey,England,Preston North End,67
7865,Alejandro Carbonell Vallés,Spain,Fortuna Sittard,67
7866,Loïc Badiashile Mukinayi,France,KSV Cercle Brugge,67
7867,Guevin Tormin,France,La Berrichonne de Châteauroux,67
7868,Martin Hongla,Cameroon,Royal Antwerp FC,67
7869,Mërgim Berisha,Kosovo,SCR Altach,67
7870,Felix Beijmo,Sweden,Malmö FF,67
7871,Alexander Fuchs,Germany,1. FC Nürnberg,67
7872,Braydon Manu,Germany,SV Darmstadt 98,67
7873,Carlo Holse,Denmark,FC København,67
7874,Guglielmo Vicario,Italy,Perugia,67
7875,Borja Sánchez Laborde,Spain,Real Oviedo,67
7876,Reeve Frosler,South Africa,Kaizer Chiefs,67
7877,Yoël Armougom,France,Stade Malherbe Caen,67
7878,Bruno Xavier Almeida Costa,Portugal,FC Porto,67
7879,Juan Fernández Blanco,Spain,UD Almería,67
7880,Bernardo Brites Martins,Portugal,FC Paços de Ferreira,67
7881,Martin Graiciar,Czech Republic,Sparta Praha,67
7882,Raphael Framberger,Germany,FC Augsburg,67
7883,Tarique Fosu,England,Oxford United,67
7884,José Aurelio Suárez García,Spain,Girona FC,67
7885,Filip Dagerstål,Sweden,IFK Norrköping,67
7886,Matthias Bader,Germany,1. FC Köln,67
7887,Rayan Raveloson,Madagascar,ESTAC Troyes,67
7888,Agustín Fontana,Argentina,Club Atlético Banfield,67
7889,Brian Torrealba,Chile,CD O'Higgins,67
7890,Jeisson Vargas,Chile,Universidad Católica,67
7891,Michael Zetterer,Germany,PEC Zwolle,67
7892,Josh Cullen,Republic of Ireland,Charlton Athletic,67
7893,Giovanni Troupée,Netherlands,FC Utrecht,67
7894,Axel Disasi,France,Stade de Reims,67
7895,Nathaël Julan,France,En Avant de Guingamp,67
7896,Iury Lirio Freitas de Castilho,Brazil,Portimonense SC,67
7897,Yerko Urra,Chile,CD Huachipato,67
7898,Iván Fernando Ochoa Chávez,Mexico,Club León,67
7899,井手 口陽介,Japan,Gamba Osaka,67
7900,Danilho Doekhi,Netherlands,Vitesse,67
7901,板仓 晃,Japan,FC Groningen,67
7902,Simone Palombi,Italy,US Cremonese,67
7903,Rémy Descamps,France,Sporting de Charleroi,67
7904,Nikola Jambor,Croatia,Rio Ave FC,67
7905,Luka Bogdan,Croatia,Livorno,67
7906,Deroy Duarte,Netherlands,Sparta Rotterdam,67
7907,Ramon Pascal Lundqvist,Sweden,FC Groningen,67
7908,Cristian González,Uruguay,CD Mirandés,67
7909,Phil Neumann,Germany,Holstein Kiel,67
7910,Ibrahima Conté,Guinea,Chamois Niortais Football Club,67
7911,Souleyman Doumbia,Ivory Coast,Stade Rennais FC,67
7912,Achilléas Poúngouras,Greece,Panathinaikos FC,67
7913,Nouhou Tolo,Cameroon,Seattle Sounders FC,67
7914,Alexandre Reis Pinto,Portugal,Gil Vicente FC,67
7915,Michal Sipľak,Slovakia,Cracovia,67
7916,Sedat Şahintürk,Turkey,Denizlispor,67
7917,Samuel Oum Gouet,Cameroon,SCR Altach,67
7918,Omid Nor Afkan,Iran,Sporting de Charleroi,67
7919,Christopher Ramos de la Flor,Spain,Real Valladolid CF,67
7920,Luis Francisco Romo Barrón,Mexico,Querétaro,67
7921,Andoni Zubiaurre Dorronsoro,Spain,Real Sociedad,67
7922,André Filipe M. Ribeiro Ferreira,Portugal,Santa Clara,67
7923,Keven Schlotterbeck,Germany,1. FC Union Berlin,67
7924,Nayef Aguerd,Morocco,Dijon FCO,67
7925,Daizen Maeda,Japan,Clube Sport Marítimo,67
7926,Lawrence Ofori,Ghana,Famalicão,67
7927,Filipe Miguel Barros Soares,Portugal,Moreirense FC,67
7928,Herman Sørby Stengel,Norway,Strømsgodset IF,67
7929,Alex Gilbey,England,Milton Keynes Dons,67
7930,Jordan Moore-Taylor,England,Milton Keynes Dons,67
7931,Felix Lohkemper,Germany,1. FC Nürnberg,67
7932,Godsway Donyoh,Ghana,FC Nordsjælland,67
7933,Henrik Rørvik Bjørdal,Norway,SV Zulte-Waregem,67
7934,Federico Bravo,Argentina,Atlético Tucumán,67
7935,Luke O'Nien,England,Sunderland,67
7936,Jason McCarthy,England,Millwall,67
7937,George Honeyman,England,Hull City,67
7938,Fabián Jorge Manzano Pérez,Chile,Unión La Calera,67
7939,Brandon Barker,England,Rangers FC,67
7940,Paweł Bochniewicz,Poland,Górnik Zabrze,67
7941,Darío Andrés Rodríguez Parra,Colombia,Once Caldas,67
7942,Lyes Houri,France,FC Viitorul,67
7943,Iván Villar Martínez,Spain,RC Celta,67
7944,Sandi Lovric,Austria,FC Lugano,67
7945,Romain Gall,United States,Malmö FF,67
7946,José Devecchi,Argentina,San Lorenzo de Almagro,67
7947,Sebastián Salazar,Colombia,Independiente Santa Fe,67
7948,Eneko Capilla González,Spain,Real Sociedad,67
7949,Babajide David Akintola,Nigeria,Rosenborg BK,67
7950,Jimmy Antonio Martínez,Chile,Universidad de Chile,67
7951,David Atanga,Ghana,Holstein Kiel,67
7952,Kenneth Paal,Netherlands,PEC Zwolle,67
7953,Aristote Nkaka,Belgium,UD Almería,67
7954,Jake Mulraney,Republic of Ireland,Heart of Midlothian,67
7955,Tim Skarke,Germany,SV Darmstadt 98,67
7956,Jules Van Cleemput,Belgium,KV Mechelen,67
7957,William Omar Duarte Figueroa,Colombia,Atlético Huila,67
7958,Jay-Roy Grot,Netherlands,Vitesse,67
7959,Alan Mozo,Mexico,U.N.A.M.,67
7960,Alexis Peña,Mexico,Club Necaxa,67
7961,Miquel Parera Pizá,Spain,RCD Mallorca,67
7962,Fabián Henríquez,Argentina,Godoy Cruz,67
7963,Francisco Jose Sánchez Rodriguez,Spain,CD Numancia,67
7964,Alex Muyl,United States,New York Red Bulls,67
7965,中山 雄太,Japan,PEC Zwolle,67
7966,Damil Dankerlui,Netherlands,Willem II,67
7967,Julián Javier Delmás Germán,Spain,Real Zaragoza,67
7968,Kai Eisele,Germany,Hallescher FC,67
7969,Ondřej Mihálik,Czech Republic,Viktoria Plzeň,67
7970,Siphesihle Ndlovu,South Africa,Orlando Pirates,67
7971,Silvester van der Water,Netherlands,Heracles Almelo,67
7972,Allan Gonçalves Sousa,Brazil,Sint-Truidense VV,67
7973,Giorgi Beridze,Georgia,KAA Gent,67
7974,Sebastián Ferreira,Paraguay,Monarcas Morelia,67
7975,Theofanis Mavromatis,Greece,Panathinaikos FC,67
7976,Rúben Daniel Fonseca Macedo,Portugal,CD Aves,67
7977,Eduardo de Sousa Santos,Brazil,Os Belenenses,67
7978,Nikola Šipčić,Serbia,CD Tenerife,67
7979,Paulo Otávio Rosa da Silva,Brazil,VfL Wolfsburg,67
7980,David  Henen,Belgium,Sporting de Charleroi,67
7981,Philipp Mickel Klewin,Germany,DSC Arminia Bielefeld,67
7982,Alejandro José Muñoz Miguel,Spain,CD Tenerife,67
7983,Linus Wahlqvist,Sweden,SG Dynamo Dresden,67
7984,Nicolás Iván Orellana Acuña,Chile,CD Universidad de Concepción,67
7985,Leonardo Nicolás Povea Pérez,Chile,CD Huachipato,67
7986,Tortol Lumanza Lembi,Belgium,Stabæk Fotball,67
7987,Philip Zinckernagel,Denmark,FK Bodø/Glimt,67
7988,Uche Ikpeazu,England,Heart of Midlothian,67
7989,Bryan Alfonso Vejar Utreras,Chile,CD Palestino,67
7990,Paweł Jaroszyński,Poland,US Salernitana 1919,67
7991,Oumar Diakhité,Senegal,Sepsi OSK,67
7992,Sam Adekugbe,Canada,Vålerenga Fotball,67
7993,Edgar Babayan,Armenia,Hobro IK,67
7994,Brandon Borrello,Australia,SC Freiburg,67
7995,Fred Onyedinma,Nigeria,Wycombe Wanderers,67
7996,Keziah Veendorp,Netherlands,FC Emmen,67
7997,Luca Zander,Germany,FC St. Pauli,67
7998,Ronan David Jeronimo,Brazil,Rio Ave FC,67
7999,Aslak Fonn Witry,Norway,Djurgårdens IF,67
8000,Xavier Mous,Netherlands,PEC Zwolle,67
8001,Walmer Pacheco Mejía,Colombia,La Equidad,67
8002,Lukas Boeder,Germany,MSV Duisburg,67
8003,Marko Kvasina,Austria,SV Mattersburg,67
8004,Franz Brorsson,Sweden,Malmö FF,67
8005,Max Christiansen,Germany,SV Waldhof Mannheim,67
8006,José Santiago Rosales,Argentina,Patronato,67
8007,张玉宁,China PR,Beijing Sinobo Guoan FC,67
8008,Mamadou Thiam,Senegal,Barnsley,67
8009,Alexandre Costa Silva,Portugal,West Ham United,67
8010,Rodrigo Holgado,Argentina,Audax Italiano,67
8011,Cameron Borthwick-Jackson,England,Manchester United,67
8012,Luca Vignali,Italy,Spezia,67
8013,Leon Guwara,Germany,FC Utrecht,67
8014,Alexandru Ioniță,Romania,Universitatea Craiova,67
8015,Louis Samson,Germany,FC Erzgebirge Aue,67
8016,Karlo Bartolec,Croatia,FC København,67
8017,Aaron Seydel,Germany,1. FSV Mainz 05,67
8018,三浦 弦太,Japan,Gamba Osaka,67
8019,Florian Pick,Germany,1. FC Kaiserslautern,67
8020,Ajdin Hrustić,Australia,FC Groningen,67
8021,Aldo Misael Arellano Miranda,Mexico,Querétaro,67
8022,Sean Raggett,England,Portsmouth,67
8023,Lion Schweers,Germany,FC Würzburger Kickers,67
8024,Moritz Heyer,Germany,VfL Osnabrück,67
8025,Björn Rother,Germany,1. FC Magdeburg,67
8026,Jure Balkovec,Slovenia,Empoli,67
8027,Florian Flecker,Austria,1. FC Union Berlin,67
8028,Tiago Augusto Oliveira Castro,Portugal,Vitória de Setúbal,67
8029,Bryan Henning,Germany,VfL Osnabrück,67
8030,Jonathan Levi,Sweden,IF Elfsborg,67
8031,Merveille Biankadi,Germany,1. FC Heidenheim 1846,67
8032,Aleš Matějů,Czech Republic,Brescia,67
8033,Djihad Bizimana,Rwanda,Waasland-Beveren,67
8034,Tobias Mohr,Germany,SpVgg Greuther Fürth,67
8035,Daniel-Kofi Kyereh,Germany,SV Wehen Wiesbaden,67
8036,Oleksandr Andrievskyi,Ukraine,Dynamo Kyiv,67
8037,Matteo Di Gennaro,Italy,Livorno,67
8038,Luis Haquin,Bolivia,Puebla FC,67
8039,Lebohang Maboe,South Africa,South Africa,67
8040,Stefan Milošević,Montenegro,Waasland-Beveren,67
8041,Gerson Rodrigues Gouveia,Luxembourg,Dynamo Kyiv,67
8042,Luiz Henrique Bezerra Santos,Brazil,Moreirense FC,67
8043,George Long,England,Hull City,67
8044,Alexander Ludwig,Denmark,AC Horsens,67
8045,Paul Izzo,Australia,Adelaide United,67
8046,Lasse Vigen,Denmark,Brøndby IF,67
8047,Pelly-Ruddock Mpanzu,England,Luton Town,67
8048,Simon Sandberg,Sweden,Hammarby IF,67
8049,Connor Chapman,Australia,Western United FC,67
8050,Cayetano Quintana Hernández,Spain,Cádiz CF,67
8051,Ryan Colclough,England,Scunthorpe United,67
8052,Osayamen Osawe,Nigeria,KFC Uerdingen 05,67
8053,Sascha Horvath,Austria,SG Dynamo Dresden,67
8054,Luca Crecco,Italy,Pescara,67
8055,Jefersson Justino Martínez Valverde,Colombia,Millonarios FC,67
8056,Camilo Bryan Rodríguez Pedraza,Chile,CD Everton de Viña del Mar,67
8057,Dario Esteban Melo Pulgar,Chile,Colo-Colo,67
8058,Gerardo Navarrete,Chile,Coquimbo Unido,67
8059,Luis Cárdenas,Mexico,Monterrey,67
8060,Filippo De Col,Italy,Spezia,67
8061,Cristian Alejandro Cuevas Jara,Chile,CD Huachipato,67
8062,Sam Nicholson,Scotland,Colorado Rapids,67
8063,Rubén Yáñez Alabart,Spain,Getafe CF,67
8064,Lorenzo Valerio Rosseti,Italy,Ascoli,67
8065,Modou Diagne,Senegal,Sporting de Charleroi,67
8066,Edoardo Lancini,Italy,Brescia,67
8067,Federico Palacios Martínez,Spain,1. FC Nürnberg,67
8068,Maxime Spano-Rahou,France,Valenciennes FC,67
8069,Israel Elías Poblete Zúñiga,Chile,CD Cobresal,67
8070,Ezequiel Augusto Bonifacio,Argentina,Unión de Santa Fe,67
8071,Jessy Benet,France,Grenoble Foot 38,67
8072,Mohammed Marzouq Al Kuwaykibi,Saudi Arabia,Ettifaq FC,67
8073,Giovanni Di Noia,Italy,Chievo Verona,67
8074,Daniele Liotti,Italy,Pisa,67
8075,Carlos Nieto Herrero,Spain,Real Zaragoza,67
8076,Mads Døhr Thychosen,Denmark,FC Nordsjælland,67
8077,Lorenzo Gonnelli,Italy,Livorno,67
8078,Quentin Lecoeuche,France,FC Lorient,67
8079,Sergio Akieme Rodríguez,Spain,Rayo Vallecano,67
8080,Clément Depres,France,Nîmes Olympique,67
8081,Halil İbrahim Pehlivan,Turkey,Gençlerbirliği SK,67
8082,Stijn Spierings,Netherlands,RKC Waalwijk,67
8083,Thomas Deng,Australia,Melbourne Victory,67
8084,Jose Carlos Bizama Venegas,Chile,Houston Dynamo,67
8085,Kelvin Osorio,Colombia,Patriotas Boyacá FC,67
8086,Jarosław Niezgoda,Poland,Legia Warszawa,67
8087,川邉 骏,Japan,Sanfrecce Hiroshima,67
8088,Django Warmerdam,Netherlands,FC Groningen,67
8089,Jordy Bruijn,Netherlands,SC Heerenveen,67
8090,Răzvan Ștefan Popa,Romania,Gaz Metan Mediaş,67
8091,Daniel Lasure Briz,Spain,Real Zaragoza,67
8092,Daouda Karamoko Bamba,Ivory Coast,SK Brann,67
